Date,Open,High,Low,Close,Adj Close,Volume,5-Day MA,10-Day MA
2010-01-04,15.689438819885254,15.753503799438477,15.621622085571287,15.684433937072754,15.684433937072754,78169752,,
2010-01-05,15.695195198059082,15.711711883544922,15.554054260253906,15.615365028381348,15.615365028381348,120067812,,
2010-01-06,15.662161827087402,15.662161827087402,15.174174308776855,15.221721649169922,15.221721649169922,158988852,,
2010-01-07,15.250249862670898,15.265265464782717,14.83108139038086,14.867366790771484,14.867366790771484,256315428,,
2010-01-08,14.814814567565918,15.096345901489258,14.742491722106934,15.065566062927246,15.065566062927246,188783028,15.29089069366455,
2010-01-11,15.126626968383787,15.126626968383787,14.86586570739746,15.04279327392578,15.04279327392578,288227484,15.162562561035156,
2010-01-12,14.956206321716309,14.968969345092772,14.714715003967283,14.776777267456056,14.776777267456056,193937868,14.994845008850097,
2010-01-13,14.426676750183104,14.724224090576172,14.361862182617188,14.69194221496582,14.69194221496582,259604136,14.888889122009278,
2010-01-14,14.612112045288086,14.86987018585205,14.584835052490234,14.761011123657228,14.761011123657228,169434396,14.867617988586426,
2010-01-15,14.848347663879396,14.853854179382324,14.46546459197998,14.514514923095703,14.514514923095703,217162620,14.757407760620117,15.024149227142335
2010-01-19,14.54454517364502,14.775275230407717,14.421671867370604,14.705204963684082,14.705204963684082,172495332,14.689890098571777,14.926226329803466
2010-01-20,14.66416358947754,14.66416358947754,14.396647453308104,14.524774551391602,14.524774551391602,129897972,14.639489555358887,14.817167282104492
2010-01-21,14.600601196289062,14.685185432434082,14.320570945739746,14.589089393615724,14.589089393615724,252055692,14.618918991088867,14.753904056549072
2010-01-22,14.126626968383787,14.279278755187988,13.38488483428955,13.76401424407959,13.76401424407959,271743984,14.41951961517334,14.643568801879884
2010-01-25,13.678427696228027,13.760761260986328,13.401150703430176,13.513513565063477,13.513513565063477,176619204,14.219319343566895,14.488363552093507
2010-01-26,13.462713241577148,13.753753662109377,13.420671463012695,13.574073791503906,13.574073791503906,174045780,13.993093109130859,14.341491603851319
2010-01-27,13.545294761657717,13.704955101013184,13.396145820617676,13.566065788269045,13.566065788269045,158417424,13.801351356506348,14.220420455932617
2010-01-28,13.625876426696776,13.68868923187256,13.278278350830078,13.370620727539062,13.370620727539062,129034836,13.557657623291016,14.088288307189941
2010-01-29,13.475726127624512,13.538288116455078,13.153403282165527,13.261761665344238,13.261761665344238,165454380,13.457207107543946,13.938363361358643
2010-02-01,13.378377914428713,13.408658981323242,13.270771026611328,13.338838577270508,13.338838577270508,89941968,13.422272109985352,13.820795726776122
2010-02-02,13.3873872756958,13.3873872756958,13.203453063964844,13.29129123687744,13.29129123687744,163684152,13.365715599060058,13.679404354095459
2010-02-03,13.22998046875,13.566065788269045,13.218969345092772,13.53403377532959,13.53403377532959,119844036,13.359309196472168,13.580330276489258
2010-02-04,13.438438415527344,13.463462829589844,13.152152061462402,13.182682991027832,13.182682991027832,134972892,13.321721649169922,13.439689636230469
2010-02-05,13.223222732543944,13.35085105895996,13.074575424194336,13.29554557800293,13.29554557800293,126113760,13.32847843170166,13.392842769622803
2010-02-08,13.325825691223145,13.56356430053711,13.301551818847656,13.350099563598633,13.350099563598633,107664228,13.330730628967284,13.376501369476319
2010-02-09,13.502001762390137,13.551801681518556,13.39013957977295,13.424424171447754,13.424424171447754,112671216,13.357357215881347,13.361536407470703
2010-02-10,13.36511516571045,13.458208084106444,13.20545482635498,13.374625205993652,13.374625205993652,106873020,13.32547550201416,13.342392349243164
2010-02-11,13.346345901489258,13.525775909423828,13.250750541687012,13.423422813415527,13.423422813415527,96303600,13.373623466491699,13.34767255783081
2010-02-12,13.3375883102417,13.44219207763672,13.275775909423828,13.341341018676758,13.341341018676758,91096812,13.382782554626464,13.355630493164062
2010-02-16,13.435185432434082,13.616867065429688,13.37087059020996,13.546046257019045,13.546046257019045,146029824,13.421971893310547,13.376351261138916
2010-02-17,13.56356430053711,13.598599433898926,13.45370388031006,13.46871852874756,13.46871852874756,81106812,13.430830764770509,13.394093990325928
2010-02-18,13.45195198059082,13.63888931274414,13.416916847229004,13.594094276428224,13.594094276428224,93382524,13.474724578857423,13.400100040435792
2010-02-19,13.526777267456056,13.61436367034912,13.506006240844728,13.532532691955566,13.532532691955566,102021876,13.49654655456543,13.435085010528564
2010-02-22,13.697446823120115,13.701201438903809,13.538538932800291,13.58358383178711,13.58358383178711,85698216,13.5449951171875,13.463888835906982
2010-02-23,13.58858871459961,13.60435390472412,13.320570945739746,13.39013957977295,13.39013957977295,114789096,13.513813781738282,13.467892837524413
2010-02-24,13.362862586975098,13.47447395324707,13.276025772094728,13.300049781799316,13.300049781799316,92970936,13.480080032348633,13.45545539855957
2010-02-25,13.191190719604492,13.225475311279297,13.013012886047363,13.173924446105955,13.173924446105955,132235632,13.39604606628418,13.4353853225708
2010-02-26,13.19869899749756,13.30705738067627,13.100099563598633,13.183182716369627,13.183182716369627,81890028,13.326176071166993,13.41136131286621
2010-03-01,13.243243217468262,13.345596313476562,13.206707000732422,13.330580711364746,13.330580711364746,89426484,13.27557544708252,13.41028528213501
2010-03-02,13.400400161743164,13.655155181884766,13.388639450073242,13.540040016174316,13.540040016174316,174097728,13.305555534362792,13.409684658050537
2010-03-03,13.572572708129885,13.716716766357422,13.494745254516602,13.646647453308104,13.646647453308104,123452424,13.37487506866455,13.427477550506591
2010-03-04,13.676176071166992,13.917166709899902,13.668668746948242,13.878628730773926,13.878628730773926,127224648,13.515815925598144,13.455930995941163
2010-03-05,14.04779815673828,14.20595645904541,14.01151180267334,14.11936855316162,14.11936855316162,156331512,13.703053092956543,13.514614582061768
2010-03-08,14.133633613586426,14.143644332885742,14.039289474487305,14.076075553894045,14.076075553894045,95360544,13.852152061462402,13.563863754272461
2010-03-09,14.010259628295898,14.13063144683838,13.92642593383789,14.018769264221191,14.018769264221191,126936936,13.947897911071777,13.626726722717285
2010-03-10,14.108107566833496,14.476977348327637,14.069318771362305,14.425676345825195,14.425676345825195,225969804,14.103703689575195,13.739289379119873
2010-03-11,14.37087059020996,14.669919967651367,14.36936855316162,14.54304313659668,14.54304313659668,169162668,14.236586570739746,13.876201248168945
2010-03-12,14.718217849731444,14.721721649169922,14.49349308013916,14.503003120422363,14.503003120422363,110025864,14.313313484191895,14.00818328857422
2010-03-15,14.181180953979492,14.250500679016112,13.91391372680664,14.09359359741211,14.09359359741211,185969844,14.316817092895509,14.084484577178955
2010-03-16,14.059809684753418,14.224724769592283,14.03303337097168,14.14414405822754,14.14414405822754,137122740,14.341892051696778,14.144894981384278
2010-03-17,14.221721649169922,14.300551414489746,14.120369911193848,14.153153419494627,14.153153419494627,132731136,14.287387466430664,14.19554557800293
2010-03-18,14.132131576538086,14.225225448608398,14.088088035583496,14.174174308776855,14.174174308776855,71016912,14.213613700866699,14.225100135803222
2010-03-19,14.01401424407959,14.214214324951172,13.945945739746094,14.01401424407959,14.01401424407959,191576232,14.115815925598145,14.21456470489502
2010-03-22,13.916666984558104,14.18543529510498,13.87087059020996,13.951451301574709,13.951451301574709,160031808,14.087387466430664,14.202102279663086
